"ID","Movies","Date","Genre","Rating","IMDB","Metacritic","Year","Director","Writer","Cast","Search","Budget","Revenue","Oscar"
"458","I Don’t Feel At Home In This World Anymore","04/02/2024","Crime, Drama","6","0","0","2017","Macon Blair","Macon Blair","Melanie Lynskey, Elijah Wood, David Yow, Jane Levy, Devon Graye, Christine Woods, Robert Longstreet, Derek Mears, Gary Anthony Williams, Jana Lee Hamblin, Jason Manuel Olazabal",,"0","0",
"459","Oppenheimer","11/02/2024","Biography, History, Drama","8","0","0","2023","Christopher Nolan","Christopher Nolan","Cillian Murphy, Emily Blunt, Robert Downey Jr., Matt Damon, Rami Malek, Florence Pugh, Benny Safdie, Michael Angarano, Josh Hartnett, Kenneth Branagh, Casey Affleck, Dane DeHaan, Dylan Arnold, David Krumholtz, Alden Ehrenreich, Matthew Modine, Josh Peck, Gary Oldman, Jason Clarke, Jack Quaid",,"0","0",
"460","Boiling Point","17/02/2024","Drama, Mystery & thriller","7","0","0","2021","Philip Barantini","Philip Barantini, James Cummings","Stephen Graham, Vinette Robinson, Alice Feetham, Hannah Walters, Malachi Kirby, Izuka Hoyle, Taz Skylar, Lauryn Ajufo, Daniel Larkai, Lourdes Faberes, Jason Flemyng, Ray Panthaki",,"0","0",
"461","Past Lives","24/02/2024","Romance, Drama","8","0","0","2023","Celine Song","Celine Song","Greta Lee, Teo Yoo, John Magaro, Seung-ah Moon, Seung-Min Yim, Ji-Hye Yoon, Choi Wonyoung, Min-Young Ahn, Yoo Teo",,"0","0",
"462","Dune Part 2","02/03/2024","Sci-fi, Adventure, Action, Fantasy, Drama","9","0","0","2024","Denis Villeneuve","Denis Villeneuve, Jon Spaihts","Timothée Chalamet, Zendaya, Rebecca Ferguson, Javier Bardem, Josh Brolin, Austin Butler, Florence Pugh, Dave Bautista, Christopher Walken, Léa Seydoux, Stellan Skarsgård, Charlotte Rampling, Souheila Yacoub, Roger Yuan, Babs Olusanmokun",,"0","0",
"463","Triangle Of Sadness","18/03/2024","Comedy","7","0","0","2022","Ruben Östlund","Ruben Östlund","Harris Dickinson, Charlbi Dean Kriek, Woody Harrelson, Dolly De Leon, Zlatko Buric, Iris Berben, Vicki Berlin, Henrik Dorsin, Jean-Christophe Folly, Amanda Walker, Oliver Ford Davies, Sunnyi Melles, Carolina Gynning, Hanna Oldenburg, Malte Gårdinger",,"0","0",
"464","The Hunger Games The Ballad Of Songbirds And Snakes","23/03/2024","Action, Adventure, Sci-fi","6","0","0","2023","Francis Lawrence","Michael Arndt, Michael Lesslie","Tom Blyth, Rachel Zegler, Peter Dinklage, Jason Schwartzman, Hunter Schafer, Josh Andrés Rivera, Viola Davis, Fionnula Flanagan, Burn Gorman, Ashley Liao, Jerome Lance, Knox Gibson, Mackenzie Lansing, Aamer Husain, Ayomide Adegun, Kaitlyn Akinpelumi, Amélie Hoeferle, Max Raphael, Zoe Renee, Sofia Sanchez",,"0","0",
"465","Anatomy Of A Fall","29/03/2024",,"9","0","0","2023",,,,,"0","0",
"466","Dream Scenario","31/03/2024",,"4","0","0","2023",,,,,"0","0",
"467","2001: A Space Odyssey","02/04/2024",,"6","0","0","1968",,,,,"0","0",
"468","Killers Of The Flower Moon","09/04/2024",,"6","0","0","2023",,,,,"0","0",
"469","The Lobster","11/04/2024",,"7","0","0","2015",,,,,"0","0",
"470","The Holdovers","13/04/2024",,"7","0","0","2024",,,,,"0","0",
"471","Mission Impossible Dead Reckoning Part I","26/04/2024",,"7","0","0","2023",,,,,"0","0",
"472","Road House","28/04/2024",,"7","0","0","2024",,,,,"0","0",
"473","Argylle","02/05/2024",,"7","0","0","2024",,,,,"0","0",
"474","Tar","04/05/2024",,"8","0","0","2022",,,,,"0","0",
"475","What We Do In The Shadows","10/05/2024",,"7","0","0","2014",,,,,"0","0",
"476","Asteroid City","14/05/2024",,"6","0","0","2023",,,,,"0","0",
"477","Decision To Leave","19/05/2024",,"6","0","0","2022",,,,,"0","0",
"478","Furiosa","24/05/2024",,"8","0","0","2024",,,,,"0","0",
"479","Society Of The Snow","03/06/2024",,"8","0","0","2023",,,,,"0","0",
"480","The Dressmaker","08/06/2024",,"7","0","0","2015",,,,,"0","0",
"481","One Day","13/06/2024",,"7","0","0","2011",,,,,"0","0",
"482","Confess, Fletch","16/06/2024",,"6","0","0","2024",,,,,"0","0",
"483","The Fundamentals Of Caring","21/06/2024",,"8","0","0","2016",,,,,"0","0",
"484","Godzilla Minus One","23/06/2024",,"5","0","0","2023",,,,,"0","0",
"485","Parasite","25/06/2024",,"8","0","0","2019",,,,,"0","0",
"486","Hitman","29/06/2024",,"8","0","0","2023",,,,,"0","0",
"487","Nyad","05/07/2024",,"9","0","0","2023",,,,,"0","0",
"488","The Road","06/07/2024",,"8","0","0","2009",,,,,"0","0",
"489","Misery","14/07/2024",,"7","0","0","1990",,,,,"0","0",
"490","There Will Be Blood","20/07/2024",,"7","0","0","2008",,,,,"0","0",
"491","Rebel Moon Part 1","27/07/2024",,"7","0","0","2023",,,,,"0","0",
"492","Back To Black","04/08/2024",,"8","0","0","2024",,,,,"0","0",
"493","Begin Again","11/08/2024",,"7","0","0","2013",,,,,"0","0",
"494","Rebel Moon Part 2","11/08/2024",,"6","0","0","2024",,,,,"0","0",
"495","Force Of Nature: The Dry 2","16/08/2024",,"6","0","0","2024",,,,,"0","0",
"496","The Fall Guy","18/08/2024",,"7","0","0","2024",,,,,"0","0",
"497","Bleed For This","24/08/2024",,"7","0","0","2016",,,,,"0","0",
"498","The Giver","07/09/2024",,"8","0","0","2014",,,,,"0","0",
"499","Your Name","12/09/2024",,"7","0","0","2017",,,,,"0","0",
"500","H8teful Eight","14/09/2024",,"8","0","0","2018",,,,,"0","0",
"501","His Three Daughters","21/09/2024",,"7","0","0","2024",,,,,"0","0",
"502","The Ministry Of Ungentlemanly Warfare","27/09/2024",,"7","0","0","2024",,,,,"0","0",
"503","Carrie","04/10/2024",,"7","0","0","1976",,,,,"0","0",
"504","The Platform 2","05/10/2024",,"5","0","0","2024",,,,,"0","0",
"505","Lantana","12/10/2024",,"7","0","0","2001",,,,,"0","0",
"506","Unforgiven","05/10/2024",,"8","0","0","1992",,,,,"0","0",
